City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
387,egilsstadir,65.2653,-14.3948,-0.39,98,100,3.57,IS,2024-04-09 03:10:43
388,road town,18.4167,-64.6167,25.29,81,44,8.21,VG,2024-04-09 03:10:43
389,gisborne,-38.6533,178.0042,20.55,61,0,4.47,NZ,2024-04-09 03:08:28
390,menaka,15.9182,2.4022,30.64,9,79,2.32,ML,2024-04-09 03:10:43
391,ust'-kulom,61.6864,53.6902,-6.64,91,69,2.08,RU,2024-04-09 03:10:43
392,isola di capo rizzuto,38.96,17.0933,16.77,79,35,4.51,IT,2024-04-09 03:10:43
393,gadzhiyevo,69.2551,33.3362,-3.84,96,100,3.45,RU,2024-04-09 03:10:43
394,archangelos,36.2149,28.1149,14.62,69,11,1.93,GR,2024-04-09 03:10:43
395,pisco,-13.7,-76.2167,22.03,83,99,4.63,PE,2024-04-09 03:10:43
396,timra,62.487,17.3257,-1.18,100,100,1.03,SE,2024-04-09 03:10:44
397,lazaro cardenas,17.9583,-102.2,22.96,84,100,2.39,MX,2024-04-09 03:10:44
398,agat village,13.3886,144.6585,32.52,71,40,6.69,GU,2024-04-09 03:10:44
399,san patricio,28.017,-97.5169,24.53,93,100,7.07,US,2024-04-09 03:10:44
400,chania,35.5122,24.0156,15.78,77,40,2.57,GR,2024-04-09 03:10:44
401,hadibu,12.65,54.0333,26.46,74,89,1.77,YE,2024-04-09 03:10:44
402,kawalu,-7.3817,108.2082,28.15,74,100,1.74,ID,2024-04-09 03:10:44
403,sona,45.4388,10.8255,14.75,94,0,1.03,IT,2024-04-09 03:10:44
404,kruisfontein,-34.0033,24.7314,16.6,93,100,4.8,ZA,2024-04-09 03:10:44
405,machico,32.7,-16.7667,18.17,83,75,6.17,PT,2024-04-09 03:10:44
406,minot air force base,48.4209,-101.3391,9.1,65,40,5.14,US,2024-04-09 03:10:45
407,bojnurd,37.4747,57.329,9.97,87,75,2.06,IR,2024-04-09 03:10:45
408,nova olimpia,-14.7972,-57.2881,24.06,93,100,1.33,BR,2024-04-09 03:08:06
409,kaihua,23.3687,104.28,22.42,61,89,5.59,CN,2024-04-09 03:10:45
410,reggane,26.7158,0.1714,29.75,9,0,2.55,DZ,2024-04-09 03:10:45
411,primero de mayo,-32.2552,-58.4228,21.42,84,100,2.07,AR,2024-04-09 03:10:45
412,akrehamn,59.2667,5.1833,9.01,93,100,5.66,NO,2024-04-09 03:10:45
413,itaituba,-4.2761,-55.9836,23.64,99,100,0.3,BR,2024-04-09 03:10:45
414,usogorsk,63.4106,48.6872,-15.19,100,89,2.14,RU,2024-04-09 03:10:45
415,mersa matruh,31.3525,27.2453,16.41,69,1,6.39,EG,2024-04-09 03:10:45
416,aldama,22.9167,-98.0667,25.83,92,11,2.44,MX,2024-04-09 03:06:14
417,ringkobing,56.0901,8.244,10.01,94,100,4.82,DK,2024-04-09 03:10:46
418,kaka,37.3482,59.6143,16.92,52,42,3.7,TM,2024-04-09 03:10:46
419,baiyin,36.5583,104.2081,12.26,38,100,4.08,CN,2024-04-09 03:10:46
420,lib,8.3122,167.3766,27.53,81,99,10.06,MH,2024-04-09 03:10:46
421,khodzha-maston,38.7446,68.627,9.68,63,100,4.53,TJ,2024-04-09 03:10:46
422,adam,22.3756,57.5233,25.3,55,25,1.46,OM,2024-04-09 03:10:46
423,kolonia,50.9333,6.95,17.76,69,0,3.09,DE,2024-04-09 03:10:19
424,sevastopol,44.6,33.5333,13.37,55,5,2.88,UA,2024-04-09 03:10:10
425,kiunga,-6.1219,141.2906,25.53,88,100,0.79,PG,2024-04-09 03:10:47
426,mpika,-11.8343,31.4529,16.98,99,97,1.93,ZM,2024-04-09 03:10:47
427,luanda,-8.8368,13.2343,25.38,86,73,1.77,AO,2024-04-09 03:08:10
428,nonsan,36.2039,127.0847,18.78,46,0,3.36,KR,2024-04-09 03:10:47
429,nogliki,51.8333,143.1667,-3.14,94,100,3.13,RU,2024-04-09 03:10:47
430,cole harbour,44.6724,-63.4751,6.1,61,59,1.79,CA,2024-04-09 03:10:47
431,shimoda,34.6667,138.95,20.61,95,100,14.84,JP,2024-04-09 03:10:34
432,akdepe,42.0551,59.3788,12.52,51,62,1.95,TM,2024-04-09 03:10:47
433,mazagao,-0.115,-51.2894,26.03,99,100,1.07,BR,2024-04-09 03:10:48
434,tostado,-29.232,-61.7692,18.32,86,0,3.36,AR,2024-04-09 03:10:48
435,antonio enes,-16.2325,39.9086,23.45,92,35,2.49,MZ,2024-04-09 03:10:48
436,guerrero,17.6667,-100.0,21.63,52,27,2.98,MX,2024-04-09 03:10:48
437,pionerskiy,54.9508,20.2275,13.97,93,63,5.32,RU,2024-04-09 03:10:48
438,la'ie,21.6477,-157.9253,25.98,70,4,4.02,US,2024-04-09 03:10:48
439,al burayqah,30.4062,19.5739,15.21,58,0,3.85,LY,2024-04-09 03:10:48
440,jobner,26.9667,75.3833,33.68,10,75,5.08,IN,2024-04-09 03:10:48
441,marsabit,2.3284,37.9899,19.23,84,100,3.28,KE,2024-04-09 03:10:48
442,karatsu,33.4425,129.9697,18.92,45,68,1.34,JP,2024-04-09 03:05:57
443,sinop,41.7711,34.8709,7.65,81,12,1.08,TR,2024-04-09 03:07:03
444,uray,60.1247,64.7758,-3.4,98,100,1.34,RU,2024-04-09 03:06:23
445,kavaratti,10.5669,72.642,29.33,62,43,2.22,IN,2024-04-09 03:10:49
446,ndele,8.4109,20.6473,25.63,48,52,1.49,CF,2024-04-09 03:10:49
447,the pas,53.8251,-101.2541,5.0,74,0,3.01,CA,2024-04-09 03:10:49
448,kailua-kona,19.6406,-155.9956,25.98,80,100,2.57,US,2024-04-09 03:09:14
449,turbat,26.0023,63.044,26.78,31,82,1.03,PK,2024-04-09 03:10:49
450,nyurba,63.2842,118.3319,-4.9,77,37,1.58,RU,2024-04-09 03:10:49
451,kununurra,-15.7667,128.7333,31.99,31,89,6.69,AU,2024-04-09 03:07:19
452,dunedin,-45.8742,170.5036,18.78,52,100,4.47,NZ,2024-04-09 03:08:16
453,toliara,-23.35,43.6667,22.56,79,57,2.49,MG,2024-04-09 03:10:49
454,rio do sul,-27.2142,-49.6431,21.33,100,26,0.38,BR,2024-04-09 03:10:50
455,emerald,-23.5333,148.1667,31.3,35,27,5.52,AU,2024-04-09 03:07:16
456,opuwo,-18.0607,13.84,17.24,49,4,2.19,NA,2024-04-09 03:10:50
457,impfondo,1.6381,18.0667,22.42,83,39,0.89,CG,2024-04-09 03:10:50
458,jalalabad,34.4265,70.4515,23.85,17,6,0.63,AF,2024-04-09 03:10:50
459,lycksele,64.5954,18.6735,-5.32,93,6,0.0,SE,2024-04-09 03:08:40
460,la ronge,55.1001,-105.2842,4.14,83,100,0.64,CA,2024-04-09 03:10:50
461,georgetown,5.4112,100.3354,33.3,66,20,3.09,MY,2024-04-09 03:09:42
462,kattivakkam,13.2167,80.3167,31.17,61,93,4.13,IN,2024-04-09 03:10:50
463,oriximina,-1.7656,-55.8661,24.57,94,100,1.16,BR,2024-04-09 03:10:50
464,new norfolk,-42.7826,147.0587,14.72,50,78,4.1,AU,2024-04-09 03:10:50
465,priozersk,61.0393,30.1291,5.56,88,96,2.61,RU,2024-04-09 03:10:51
466,tosontsengel,48.7567,98.2839,4.91,65,94,1.96,MN,2024-04-09 03:10:51
467,guercif,34.2257,-3.3536,14.75,73,89,6.09,MA,2024-04-09 03:08:50
468,nadi,-17.8,177.4167,29.0,74,100,2.06,FJ,2024-04-09 03:06:06
469,flin flon,54.7682,-101.865,6.63,61,2,2.19,CA,2024-04-09 03:10:51
470,pangody,65.85,74.4859,-16.64,90,24,4.77,RU,2024-04-09 03:10:51
471,ulladulla,-35.35,150.4667,13.76,89,100,7.85,AU,2024-04-09 03:10:51
472,um jar al gharbiyya,13.8013,32.4078,24.53,12,53,4.54,SD,2024-04-09 03:10:51
473,farkhor,37.4922,69.4036,16.4,46,100,2.14,TJ,2024-04-09 03:09:17
474,pont rouge,48.8833,-72.0825,1.53,85,5,2.57,CA,2024-04-09 03:10:52
475,lata,40.1629,-8.3327,6.15,90,0,1.57,PT,2024-04-09 03:10:52
476,metlili chaamba,32.2667,3.6333,22.65,12,100,3.91,DZ,2024-04-09 03:10:52
477,nar'yan-mar,67.6713,53.087,-19.35,100,100,2.09,RU,2024-04-09 03:10:52
478,tazacorte,28.629,-17.9293,18.54,70,0,8.23,ES,2024-04-09 03:10:52
479,saalfelden am steinernen meer,47.4268,12.848,13.94,68,37,4.19,AT,2024-04-09 03:10:52
480,acarau,-2.8856,-40.12,24.7,88,100,3.17,BR,2024-04-09 03:10:52
481,ariquemes,-9.9133,-63.0408,23.38,98,92,0.79,BR,2024-04-09 03:10:52
482,qarah bagh,34.9402,61.7759,13.73,42,75,5.74,AF,2024-04-09 03:10:52
483,dzilam gonzalez,21.2833,-88.9333,26.8,62,0,4.38,MX,2024-04-09 03:10:53
484,howard springs,-12.497,131.047,32.68,56,100,3.91,AU,2024-04-09 03:10:53
485,bochil,16.9833,-92.9167,25.98,43,96,1.03,MX,2024-04-09 03:10:53
486,magistral'nyy,56.1725,107.4458,-5.35,82,68,0.95,RU,2024-04-09 03:10:53
487,guane,22.2025,-84.0875,20.78,75,0,2.42,CU,2024-04-09 03:10:53
488,ploneour-lanvern,47.9,-4.2833,8.16,81,40,7.72,FR,2024-04-09 03:10:53
489,nelson bay,-32.7167,152.15,24.03,51,100,4.02,AU,2024-04-09 03:10:53
490,lincoln,40.8,-96.667,11.26,66,42,2.24,US,2024-04-09 03:08:13
491,kushiro,42.975,144.3747,1.42,95,100,9.92,JP,2024-04-09 03:10:54
492,isfara,40.1265,70.6253,17.86,32,100,3.49,TJ,2024-04-09 03:10:54
493,selfoss,63.9331,-20.9971,1.14,57,100,7.11,IS,2024-04-09 03:10:54
494,bubaque,11.2833,-15.8333,24.86,69,95,4.77,GW,2024-04-09 03:10:54
495,puerto lempira,15.2667,-83.7667,25.7,85,100,3.52,HN,2024-04-09 03:10:54
496,podborany,50.2294,13.4119,14.77,96,42,2.03,CZ,2024-04-09 03:10:54
497,san borja,-14.8167,-66.85,24.32,97,100,1.17,BO,2024-04-09 03:10:54
498,douglas,41.3,-96.167,11.49,65,0,5.14,US,2024-04-09 03:10:54
499,gorgan,36.8387,54.4348,11.98,94,100,0.0,IR,2024-04-09 03:10:54
500,miyaly,48.8844,53.7836,10.4,66,41,4.18,KZ,2024-04-09 03:10:55
501,sayalkudi,9.1833,78.45,30.29,56,54,4.8,IN,2024-04-09 03:10:55
502,n'zeto,-7.2312,12.8666,25.85,87,87,1.55,AO,2024-04-09 03:10:55
503,buka,40.8108,69.1986,14.79,67,100,5.34,UZ,2024-04-09 03:10:55
504,ghadamis,30.1337,9.5007,22.83,8,100,3.6,LY,2024-04-09 03:10:55
505,santana,-0.0583,-51.1817,26.1,89,75,2.06,BR,2024-04-09 03:10:55
506,san luis de la loma,17.2706,-100.8939,24.66,74,75,3.69,MX,2024-04-09 03:10:55
507,tralee,52.2704,-9.7026,6.96,68,7,8.72,IE,2024-04-09 03:09:28
508,blackfoot,43.1905,-112.345,6.45,59,51,4.28,US,2024-04-09 03:10:55
509,caleta de carquin,-11.0925,-77.6267,22.04,83,99,3.93,PE,2024-04-09 03:10:56
510,tanjung pandan,-2.75,107.65,28.63,79,100,2.1,ID,2024-04-09 03:10:56
511,minas de marcona,-15.2119,-75.1103,17.48,86,87,4.8,PE,2024-04-09 03:10:56
512,mainaguri,26.5667,88.8167,29.36,32,32,2.84,IN,2024-04-09 03:10:56
513,sao tome,0.3365,6.7273,27.57,78,100,1.7,ST,2024-04-09 03:10:56
514,paracuru,-3.41,-39.0306,26.17,94,100,4.09,BR,2024-04-09 03:10:56
515,cacheu,12.2706,-16.1658,23.81,41,9,3.35,GW,2024-04-09 03:10:56
516,nueva gerona,21.8833,-82.8,24.48,71,1,4.3,CU,2024-04-09 03:10:56
517,sakakah,29.9697,40.2064,15.76,20,0,2.71,SA,2024-04-09 03:09:16
518,grants,35.1473,-107.8514,9.13,27,100,3.09,US,2024-04-09 03:06:20
519,jatai,-17.8814,-51.7144,20.96,93,100,1.76,BR,2024-04-09 03:10:57
520,mejit,10.2753,170.8646,26.78,81,100,10.66,MH,2024-04-09 03:10:57
521,kasempa,-13.4584,25.8338,17.58,98,98,1.95,ZM,2024-04-09 03:10:57
522,callaway,30.153,-85.5699,19.39,70,0,2.06,US,2024-04-09 03:10:57
523,tadjourah,12.0,42.5,25.33,71,59,2.14,DJ,2024-04-09 03:10:57
524,coron,11.9986,120.2043,31.39,59,100,3.92,PH,2024-04-09 03:10:57
525,trairi,-3.2778,-39.2689,24.52,95,100,3.22,BR,2024-04-09 03:10:57
526,nikolayevsk-on-amure,53.1406,140.73,-0.44,87,99,1.79,RU,2024-04-09 03:10:57
527,al abyar,32.19,20.5965,12.37,81,0,6.17,LY,2024-04-09 03:10:57
528,tefe,-3.3542,-64.7114,24.83,86,99,0.54,BR,2024-04-09 03:10:57
529,tuljapur,18.0,76.0833,29.17,39,0,8.15,IN,2024-04-09 03:10:58
530,cabo san lucas,22.8909,-109.9124,21.61,75,40,8.75,MX,2024-04-09 03:06:40
531,chinde,26.8418,88.0763,23.32,24,0,2.93,NP,2024-04-09 03:10:58
532,vadso,70.0744,29.7487,-0.91,86,75,2.06,NO,2024-04-09 03:10:58
533,sandnessjoen,66.0217,12.6316,3.29,89,100,6.0,NO,2024-04-09 03:10:58
534,salinopolis,-0.6136,-47.3561,25.61,90,99,1.48,BR,2024-04-09 03:10:58
535,petropavlovsk-kamchatsky,53.0452,158.6483,2.47,82,75,2.0,RU,2024-04-09 03:10:58
536,spring creek,40.7266,-115.5859,3.83,54,21,2.73,US,2024-04-09 03:09:53
537,talsi,57.2456,22.5814,9.04,94,71,1.78,LV,2024-04-09 03:10:58
538,kristiansund,63.1115,7.732,6.36,52,100,1.03,NO,2024-04-09 03:10:59
539,manacapuru,-3.2997,-60.6206,25.67,91,100,2.64,BR,2024-04-09 03:10:59
540,kirakira,-10.4544,161.9205,30.42,72,54,3.28,SB,2024-04-09 03:10:59
541,santona,43.4439,-3.4576,11.15,82,28,8.96,ES,2024-04-09 03:10:59
542,naze,28.3667,129.4833,21.51,63,82,11.3,JP,2024-04-09 03:06:07
543,tham phannara,8.4204,99.3952,35.4,40,98,1.57,TH,2024-04-09 03:10:59
544,fortuna,40.5982,-124.1573,11.19,90,100,4.12,US,2024-04-09 03:10:59
545,youkounkoun,12.5333,-13.1333,27.2,51,51,3.32,GN,2024-04-09 03:10:59
546,novo aripuana,-5.1206,-60.3797,24.01,99,99,1.25,BR,2024-04-09 03:10:59
547,mari-turek,56.7895,49.6235,3.05,97,86,3.21,RU,2024-04-09 03:11:00
548,weatherford,32.7593,-97.7972,21.59,83,0,0.89,US,2024-04-09 03:09:33
549,onguday,50.75,86.15,7.04,62,100,2.12,RU,2024-04-09 03:11:00
550,yanji,42.9075,129.5078,8.47,14,0,1.44,CN,2024-04-09 03:11:00
551,port augusta,-32.5,137.7667,19.09,43,3,8.65,AU,2024-04-09 03:11:00
552,khilok,51.3674,110.4676,5.91,36,11,3.93,RU,2024-04-09 03:11:00
553,andreapol',56.6513,32.2664,8.5,94,92,0.73,RU,2024-04-09 03:11:00
554,lanxi,29.2195,119.477,19.02,59,67,3.16,CN,2024-04-09 03:11:00
555,axim,4.8699,-2.2405,27.56,85,100,2.38,GH,2024-04-09 03:11:00
556,taro,-8.3862,115.28,27.0,58,100,0.58,ID,2024-04-09 03:11:01
557,fada,9.5667,8.3,22.7,82,99,1.71,NG,2024-04-09 03:11:01
558,serchhip,23.3,92.8333,31.69,30,94,0.38,IN,2024-04-09 03:11:01
559,lethbridge,49.7,-112.8186,6.47,51,18,10.21,CA,2024-04-09 03:11:01
560,harnosand,62.6323,17.9379,-1.0,99,100,2.41,SE,2024-04-09 03:11:01
561,ponta delgada,37.7333,-25.6667,18.44,100,75,3.6,PT,2024-04-09 03:11:01
562,supia,5.453,-75.6507,21.71,95,100,0.41,CO,2024-04-09 03:11:01
563,arteche,12.2645,125.4048,29.83,64,26,3.64,PH,2024-04-09 03:11:01
564,mokhsogollokh,61.4681,128.9203,-2.1,94,100,1.01,RU,2024-04-09 03:11:01
565,tot'ma,59.9747,42.7642,4.1,96,100,2.71,RU,2024-04-09 03:11:01
566,sinjar,36.3209,41.8754,16.88,59,38,4.05,IQ,2024-04-09 03:11:02
567,queenstown,-31.8976,26.8753,11.81,83,24,2.34,ZA,2024-04-09 03:11:02
568,ataq,14.5377,46.8319,20.59,67,65,4.1,YE,2024-04-09 03:11:02
569,khorugh,37.4897,71.553,-5.43,56,80,0.71,TJ,2024-04-09 03:11:02
570,homer,59.6425,-151.5483,2.94,57,20,4.12,US,2024-04-09 03:11:02
571,yarmouth,41.7057,-70.2286,10.55,69,0,4.47,US,2024-04-09 03:09:48
572,luumaki,60.9262,27.5814,5.18,98,100,1.77,FI,2024-04-09 03:11:03
573,xianning,29.8833,114.2167,19.19,69,73,4.95,CN,2024-04-09 03:11:03
574,knyaze-volkonskoye,48.4642,135.4567,6.19,40,10,5.36,RU,2024-04-09 03:11:03
575,fedorovskiy,45.0972,40.9517,8.91,53,1,4.7,RU,2024-04-09 03:11:03
576,neiafu,-18.65,-173.9833,28.38,83,75,4.12,TO,2024-04-09 03:11:03
577,monterey,36.2505,-121.2516,12.32,65,0,3.52,US,2024-04-09 03:11:03
578,chadan,51.2833,91.5833,8.56,54,64,0.63,RU,2024-04-09 03:11:04
579,cill airne,52.05,-9.5167,6.17,70,8,8.64,IE,2024-04-09 03:11:04
580,kulhudhuffushi,6.6221,73.07,28.81,74,57,2.09,MV,2024-04-09 03:11:04
581,senador jose porfirio,-2.5908,-51.9542,23.96,97,100,1.79,BR,2024-04-09 03:11:04
